,id,archive_by_user,city,created_at,desc,image_count,mileage,platform,price,title,type,year,brand
556,54669,True,Karaj,Monday 04PM,"سلام.سونی.Z4..فور.جی..

دو سیم..کارت فور.جی..

کاملان زد آب...رنگ سفید.

لوازم.کامل..بدونه تعمیر.بدونه عیب .

خط خش ندارد..سالم سالم...

قیمت فروش.800تومن..

و قیمت معاوضه.900تومن.

معاوضه با اپل.5s...
سامسنونگ..6
سامسنونگ..نوت.4.
سامسنونگ..S5.. 
سامسنونگ A5..مدل 2016

اپل 6 و  6s... 

با گوشی دیگه هم میزنم لطفا پیام بدید اگر مورد تاید بود جواب میدم... 

اختلاف  گوشی ها حساب میشه.",2,,mobile,-1,هZ4 فروش یا معاوضه,,,Unknown
557,54784,True,Tehran,Monday 09AM,گوشی بسیارسالم وترو تمیز,1,,mobile,400000,سامسونگ نوت 1,,,SAMSUNG
558,54792,False,Isfahan,Monday 02PM,گوشی به همراه کارتون و شارژر و سالم می باشد . به پیام جواب نمی دهم و ساعت تماس 5 عصر الی 10 شب و بازدید آ خر هفته ها.,0,,web,65000,سونی اریکسون مدل k310,,,SONY
559,55259,False,Mashhad,Friday 06AM,ایفون ٦، ١٦ گیگ در حد اک,2,,web,1500000,ایفون ٦ ،١٦ گیگ در حد اک,,,APPLE
560,55269,True,Mashhad,Thursday 03PM,"گوشی واقعا سالم بدون هیچ ضرب خوردگی و خش.
لوازم همه کامل، باتری نو (باتری قبلیشم هست) 
همراه با فیلپ فلاپ کاملا نو و چند عدد گارد دیگه.",2,,mobile,850000,گوشی سامسونگ Note 3 (4G),,,SAMSUNG
561,55302,True,Tehran,Thursday 04PM,نو نو به شرط شارژ عالی در حد,2,,mobile,270000,G610,,,HUAWEI
562,55341,False,Mashhad,Thursday 11AM,گوشی بسیار تمیز و در حد نو دارای ۳ ماه گارانتی و لوازم جانبی,1,,mobile,850000,samsung galaxi j7 4g,,,SAMSUNG
563,55490,True,Kermanshah,Monday 04PM,گوشی کاملاسالم یک ماهه  کارکرده,1,,mobile,380000,گوشی سامسونگ گرندپریم,,,SAMSUNG
564,55563,True,Kermanshah,Thursday 02PM,"گوشی کاملا سالم و تضمینی میباشد/
در حد اک /
بدون ضربه و خطوخش/
پارت نامبر LLA/
حافظه داخلی 16GB/
پشت پلمپ/
تعمیری نیس ،رفرشم نیس/
برنامه روشه از جمله تلگرام،واتساپ،دیوار وغیره/
اپل ایدی هم داره/
باتریشم تا 2روز یکروزو نصفی با نت یکسره ، شارژ نگه میداره/
کارتون وشارژر و1گارد ژله ی هم داره،فقط هندزفری نداره،لطفا سوال نکنید/
معاوضه جهت تنوع فقط با سونی،هواوی،سامسونگ/
با آیفون 5 هم معاوضه دارم/
نقدیم بفروش میرسه اگه کسی خاست/
اس،تماس وتلگرام 24 ساعت پاسخگوم.",2,,mobile,550000,معاوضه یا فروش آیفون 4s درحد آک,,,APPLE
565,55572,True,Isfahan,Wednesday 06AM,"معاوضه با ٥اس
همه چیز سالم بالوازم",0,,mobile,1650000,apple6 128 silver,,,APPLE
566,55645,True,Karaj,Saturday 04PM,"گوشی آکبند نوکیا 1280 هندی با شارژر اصلی 
ارسال به تمام نقاط کرج با پیک رایگان",1,,mobile,45000,گوشی آکبند نوکیا 1280,,,NOKIA
567,55646,True,Isfahan,Monday 07PM,"اچ تی سی دیزایر616رنگ مشکی بسیار تمیز بدون هیچ عیبوایراد فنی به شرط 
گوشی واقعا نصب به امکانات واقعا به صرفه و خوب هستش...
8هسته ای خوش دست و خوش سایز وسایل کامل وسالم و اصلی شارژ دهی خوب...قیمت هم کنارمیام...
تعویض هم میکنم فقط باایفون...۵اس به بالا...",2,,mobile,335000,htc desire616بسیارتمیز مشکی,,,HTC
568,55787,True,Ahvaz,Thursday 02AM,"سلام.ازونجایی که اصلا به قاب علاقه ندارم گوشیم زدگی زیاد داره اما هیچ مشکلی نداره مثل روز اولشه
۲ روزم تست میدم آپدیت اخرین ورژن هم هست
گوشیو به شرط این میدم که باز نشده و تعمیر نرفته باشه
گلد ۳۲ گیگ",3,,mobile,7500000,آیفون 5s 32,,,APPLE
569,56047,True,Tehran,Tuesday 09AM,بسیاربسیارتمیز،1هفته مهلت تسط داره،لوازم جانبی کامل جعبه ای حتی هنذفریش بازنشده هنوزهمشونم به شرط سالم بودنواصلی بودن،لطفافقط تماس,4,,mobile,1050000,iphon5s/32GB/LLA,,,APPLE
570,56083,False,Tehran,Wednesday 04AM,بسیار تمیز و عالی یک ماه در خانه کارکرده بدون خط با گارانتی اصلی تخفیف هم داره فوری,1,,mobile,240000,huawey y600 در حد نو,,,HUAWEI
571,56115,True,Shiraz,Tuesday 12AM,گوشی تمیز دوربین ١٣ و ٥ رنگ مشکی مفت زدم میخوام زود بفروشمش,0,,mobile,610000,گوشی J7 تمیز و عالی,,,SAMSUNG
572,56220,False,Shiraz,Wednesday 11PM,کمتراز یک ماه کار کرد مطابق گوشی کارنکرده میباشد,0,,mobile,1250000,a8رنگ گلد گرون ترین رنگ,,,HTC
573,56345,False,Karaj,Tuesday 04PM,گوشى اپل اى فونه ٦ اس ٦٤ گیگا بایت رنگ مشکى خاکسترى پلمپ استفاده نشده خودم از امریکا اوردمش قفل هم نیست تخفیف ندارد فقط نقدى یا کارت به کارت حضورى,3,,mobile,2600000,IPHONE 6s 64 GB Space Gray,,,APPLE
574,56477,False,Qom,Wednesday 12PM,"سالم سالم تمیز و بدون خط و خش
 رنگ سفید 
با گارد و لیبل وشارژل و هندزفری 
تخفیف پای معامله
فقط تماس.",0,,mobile,350000,سامسونگ گرند۲,,,SAMSUNG
575,56736,True,Tehran,Wednesday 09PM,"آیفون ٧ 
٣٢گیگ آکبند
مشکی و گلد
LLA",0,,mobile,2790000,آیفون ٧,,,APPLE
576,56751,True,Tehran,Friday 02AM,گوشی ۱۶ گیگ و سیلور ، تمیز و بی نقص ، یه بغل (بالا سمت چپ) دور داره که با گذاشتن قاب کاملا ناپدید میشه ، سالم سالم,0,,mobile,600000,htc one max,,,HTC
577,56759,False,Qom,Thursday 05AM,یک عدد گوشی که طرح اپل هستش ولی برنامه هاش اندروید هست که الان نوش تو بازا چهار صد تومان  این گوشی فقط ال سی دیش شکسته که با هفتاد تومان میشه درستش کرد به دلیل این که گوشی جدید گرفتم میفروشمش که خلاصه گوشی خوش دستی هستش و کارتن و کاغذ خرید هم دارد,2,,mobile,100000,گوشی CClT,,,SAMSUNG
578,57053,True,Isfahan,Friday 10AM,گوشی خوبیه همچیز سالم,2,,mobile,50000,نوکیا,,,NOKIA
579,57154,False,Tehran,Thursday 04PM,"دو سیم کارته
حافظه داخلی 16 گیگابایت
شبکه های ارتباطی 2G، 3G، 4G
دوربین 13.0 مگاپیکسل 
‏CPU$NUMبیت
ساپورت رم تا 32 گیگ
‏android 6 marshmallow
کاملا سالم و بدون خط و خش
تعویض ندارم.
",2,,mobile,510000,گوشى LG K10,,,LG
580,57184,False,Mashhad,Wednesday 01PM,تمیز بدون حتی یک نقطه و خط در حد نو,2,,mobile,2250000,Iphone 6S Gray 128GB,,,APPLE
581,57266,True,Shiraz,Monday 01AM,"رنگ گلد 
همراه گلس و بک کاور",2,,mobile,390000,honor 4c( کارکرد زیر یک ماه),,,HUAWEI
582,57373,False,Ahvaz,Monday 03PM,گوشى بسیاار تمیزه، دیگه توى عکس همه چیز عیانه.. کلاً ٦ دقیقه با این گوشى صحبت شده، عکسشم گذاشتم..تخفیفه جزیى داره..خریدار واقعى تماس بگیره..16 گيگ,4,,web,1850000,گوشى آیفون iphone 6s ٦اس,,,APPLE
583,57568,True,Tehran,Friday 07PM,"رنگ مشکی
۴ هسته ای  ....
حافظه  ٨ G
ویا معاوضه با j5 اصلی سر هم می دهم
اندروید$NUM
دوربین$NUM
اینترنت$NUMg",2,,mobile,270000,هواویg700 درحد حتما بخوانید,,,HUAWEI
584,57718,True,Tehran,Friday 02PM,"گوشی خیلی وقته استفاده نشده و گوشی خوبیه 
لازم ندارم قیمتم پایین میدم بره فقط",1,,mobile,-1,گوشی سامسونگ عالی,,,SAMSUNG
585,57937,True,Tehran,Thursday 08AM,تماس بگیرید بدون شارژ ه با هات راه میام تلگرام هستم بدون جعبه با تشکر از دیوار,1,,mobile,50000,گوشی در حدنو,,,APPLE
586,58086,True,Tehran,Tuesday 11AM,سالم نو نو من فقط باگوشی ساده کارمیکنم اینم تو خونه میموند همه تجهیزاتش هست,2,,mobile,550000,سامسونگj2,,,SAMSUNG
587,58158,False,Kermanshah,Sunday 12PM,گوشی لومیا 830 در حد آک بدون هیچ مشکلی اپدیت شده به ویندوز ۱۰ رنگ  مشکی خوش دست و شیک معاوضه با اپل 5s اگه در حد مال خودم تمیز باشه,0,,web,800000,گوشی لومیا 830,,,NOKIA
588,58165,True,Isfahan,Saturday 09AM,یک ماهه خریدم قابل معاوضه با آ5یا آ7 یا جی5مدل2016,0,,mobile,800000,j72016,,,SAMSUNG
589,58584,True,Mashhad,Thursday 01PM,"سلام یک گوشی سامسونگ j5دوسیم کارت فورجی دارم که در حد اکه فقط lcd   تعویض شده که بازم به خاطر فشار اومدن تو جیب صفحه لمسیش ترک برداشته و مثل روز اول کار میکنه و هیچ مشکلی نداره 
بخاطر تعویض شدن ال سی دیش خودم از قیمت گوشی کم کردم و قیمت مناسبی زدم گوشی رو 
این گوشی کلا 3 ماه کار نکرده برام الان کار کرده تمیزشم زیر 550 پیدا نمیشه 
لطف کنین فقط تماس یا تلگرام",2,,mobile,400000,گوشی سامسونگ j5دوسیم فور جی,,,SAMSUNG
590,58599,True,Shiraz,Monday 10AM,"‎فروش آیفون 6اس رزگلد 16 گیگ پارت نامبر آمریکا در حد آکبند بدون کوچکترین خط و خش دو ماه خریداری شده با نو فرقی نداره.
‎ هندسفری پلمپ همراه با بک کاور اورجینال",1,,mobile,1700000,آیفون ٦ اس در حد آکبند,,,APPLE
591,58679,True,Tehran,Wednesday 05AM,"گوشی رو یک هفته است خریدم با آکبند هیچ فرقی نداره شارژر و هنزفری هنوز باز نشده 
٣٢ گیگ حافظه
سفارش امریکا LL/a
لوازم اضافی گلس پشت و رو قاب لاکچری که ١٥٠ تومن گرفتم",1,,mobile,2670000,آیفون ٧ گلد در حد آکبند,,,APPLE
592,58894,False,Shiraz,Sunday 08AM,گوشی در حد نو و کارکرد فوق العاده کمی داره.قیمت مقطوع هست و لطفا از ساعت 8 الی 4 بعد از ظهر تماس یا پیام داده شود.,2,,mobile,2150000,آیفون6s 64Gig Rose Gold,,,APPLE
593,58901,True,Tehran,Sunday 06PM,"گوشى کاملا سالم بدون حتى یه خط و خش
با شیش ماه مانده به گارانتى نماهنگ
بیمه بدنه گوشى ٦ ماه مانده
با تمامی لوازم",2,,mobile,1450000,S6 edge 32 gig,,,SAMSUNG
594,58910,True,Tabriz,Saturday 02PM,"هارد سوخته (به علت مشکل نرم افزاری سوخته)
شش ماه کارکرد
هزینه ی تعمیر حدود 150هزار تومان",1,,mobile,150000,گوشی موبایل سونی زد 2,,,SONY
595,58972,True,Shiraz,Monday 04PM,"سفید
کاملا سالم بدون خط وخش
کارکردحدود3ماه
ساخت کانادا
اخرین ورژنstl100-4
4جی
16گیگ
وسایل کامل 
دارای بلک ایدی
فروش یا معاوضه
لطفا پیشنهادات رو پیام کنید",0,,mobile,465000,معاوضه یا فروش بلک بریz10,,,BLACKBERRY
596,58994,True,Ahvaz,Saturday 11AM,"***فروش فوری***
ایفون 5اس 16 گیگ LLA بدون خط و خش و نقطه کاملا تمیز در حد اک 
معاوضه هم نمیکنم 
ممنون",1,,web,1000000,فروش اپل5S گرِى در حد آک,,,APPLE
597,59103,False,Tehran,Sunday 06AM,بدون خط و خش,5,,web,600000,آیفون$NUMگیگ,,,APPLE
598,59438,True,Tehran,Saturday 08AM,فوق العاده تمیز در حد نو، فقط مصرف کننده,0,,mobile,1250000,بلک بری پاسپورت,,,BLACKBERRY
599,59714,True,Shiraz,Saturday 12PM,"گوشی لنوو k50 note3
دو سیم کارت 
اندروید ۵
پردازشگر ۸ هسته ای
رم۲ 
حافظه داخلی ۱۶ گیگ
دوربین ۱۳مگاپیکسل 
گوشی فقط چند ماه کار کرده نو نو هست بدون کوچکترین خط و خش و ضربه تخفیف جزیی پای معامله",2,,mobile,450000,گوشی لنوو k50,,,LENOVO
600,59838,True,Tehran,Sunday 03PM,"باسلام گوشی سالم سالم  یک سال هست دستمم با لوازم  کامل گلس قاب محافظ ومتعلاقات فقط  همن طور که تو عکس هم  معلوم پلاستیک پشتش  افتاده  که  من قاب  انداختم  تو دید نیست  
با هواوی  پی 8اینجور چیز ها معاوضه میکنم",3,,mobile,300000,گوشی سونی اطلی معاوض,,,SONY
601,59939,True,Mashhad,Thursday 04PM,"Iphone 6S
آیفون ٦اس
٦٤گیگ
رنگه رزگلد
بدونه حتی یک خش یا خط
در حده آکه واقعی
گارانتی هم ٥ ماه داره هنوز و از معدود ایفون هایی هست که گارانتی داره
معاوضه با همه مدل دارم
مغازه هم ٢٠٥٠ میخره ازم،خواستین میبریم مغازه تا خیالتون راحت بشه واسه قیمتش..
خودم پایه معامله تخفیف میدم یکم",3,,mobile,2170000,معاوضه یا فروش آیفون ٦اس ٦٤گیگ در حد,,,APPLE
602,59953,True,Qom,Friday 05AM,گوشی اصلی lla لوازم اصلی می تونید نشون بدید رنگ گلد 64 گیگ بی خط و خش معاوضه هم دارم فقط با گوشی های تمیز,3,,mobile,2160000,آیفون 6s plus 64 فوق تمیز,,,APPLE
603,59977,True,Ahvaz,Monday 11PM,"خط و خش خیلی کم داره 
تخفیف فقط پای معامله",0,,mobile,150000,هوواییy330,,,HUAWEI
604,60239,False,Karaj,Saturday 07AM,صفر .انروید 6.سی پی یو 4 هسته ای فوقعالدددددده,3,,mobile,300000,گوشی موبایل الجی جی 5,,,LG
605,60310,True,Qom,Saturday 12PM,حقیقتش سر در نمیارم با اندروید راحت ترم گوشی سالمه بدون هیچ زدگی یه ساله داشتمش با یه بامپر خشکل می دمش زود بره قیمتم خوب زدم تخفیف نمی دم,1,,mobile,700000,Apple 5s 64gig,,,APPLE
606,60387,True,Tehran,Friday 08AM,سالم بدون خط و خش هنذفری با قاب ژله ایی رم 16 گیگ,0,,mobile,400000,هووای G750,,,HUAWEI
607,60717,False,Tehran,Wednesday 05PM,دو دستگاه آیفون شش ال ال ای 64 و 16 گیگ گری هر دو با هم به فروش میرسند . ال سی دی 64 گیگ تعویض شده . تمیز و سالم با لوازم اصلی . بدون خط و خش . دو سه تا خال جزئی اطرافشون دارن . لطفا با توجه به شرایط و قیمت تماس بگیرید چون قابل تغییر نیستن . باتشکر,2,,web,3100000,دو دستگاه آیفون 6 (16و64),,,APPLE
608,60721,True,Tehran,Wednesday 11AM,"سامسونگ A3 2016
گوشی بسیار تمیز
بدون کوچکترین خطو خش
درحد نو
لوازم فابریکی
۴ماه گارانتی هماهنگ سرویس
قاب ژله ای
گلس فابریکی
قیمت مقطوع
اس ام اس جواب نمیدم
معاوضه هم ندارم",0,,mobile,700000,samsung A3 2016,,,SAMSUNG
609,60811,True,Tehran,Sunday 07AM,گوشی موبایل سونی ام پنج شیشه گوشی شکسته ولی تاچش بگیر نگیر داره،مجهز به اندروید 6، فقط تماس یا اسمس پاسخگو هستم,2,,mobile,200000,گوشی موبایل سونی M5,,,SONY
610,60867,False,Tehran,Monday 11AM,گوشی نو هستش ، بدون خط و خش فقط از کارتونش باز شده چند بار تماس تلفنی داشته ،,0,,mobile,-1,اس ای گری ٦٤,,,APPLE
611,60904,True,Kermanshah,Sunday 11AM,"سلام گوشی رو یک هفته هست که خریدم سفید رنگ در حد آک بدون سر سوزن خط و خش با گلس۱۰تومانی و گارد  ۲۳تومانی motomo  گوشی با دوسال گارانتی اصلی به قیمت۵۷۵۰۰۰خریداری شده که جمعا۶۰۸۰۰۰تومان بابتش پرداخت کردم آبان با۱۱۸۰۰۰تومان زیر قیمت میفروشم ،گیرم که میفروشم پس لطفا ،خواهشا،برای تخفیف و آخرش چند تماس نگیرید .اگه با نوش هیچ فرقی نداره پس برا چی زنگ میزنی یا پیام میدی
یاعلی
ممنون از عوامل خوب دیوار",0,,mobile,490000,گوشی ال جیK10 LTE یک هفته هست که خریدم,,,LG
612,60975,True,Tehran,Thursday 10PM,"5s 16G 
بسیار سالم و تمیز بدون خط و خش",3,,mobile,980000,گوشی 5s,,,APPLE
613,60989,True,Qom,Saturday 06AM,"باسلام
دوعدد گوشی فروشی سالم و با برنامه اندروید
1ـ گوشی سامسونگ Galaxy 7
سالم .. دو سیمکارت

2ـ گوشی 
GLX-Luster-2
سالم و سه سیمکارت
قیمت هردو باهم دویست هزار",3,,web,200000,دوعدد گوشی لمسی سالم,,,SAMSUNG
614,60996,True,Mashhad,Thursday 03AM,"با رم ۴ گیگ ۱۶۰،۰۰۰
بدون رم ۱۵۰،۰۰۰
قابل نصب تلگرام",1,,mobile,160000,htc chacha اندروید ۴.۲.۲,,,HTC
615,61145,True,Isfahan,Friday 02PM,"لطفا توضیحات رو کامل بخونید 
کمتر از یک ماه کارکرد 
گلس اصلی
همه جای گوشی در حد آک، غیر از یک نقطه پایین گوشی که مربوط به گلس هست و هیچ ربطی به تاچ و ال سی دی نداره و توی عکس دوم مشخصه 
رنگ زیبای بلک onix 
قیمت عالی هست. الان نوی دو سیم 1950 هست. ومن 520 تومان زیر قیمت زدم که خودش پول یه گوشی هست، پس به هیچ وجه تقاضای تخفیف نکنید 
تعویض با چیزی ندارم 
فقط و فقط تماس پاسخگو هستم. اس ام اس نمیتونم جواب بدم",3,,mobile,1430000,گلکسی اس 7 دو سیم,,,SAMSUNG
616,61260,True,Mashhad,Thursday 04PM,باسلام گوشی فوق تمیز ؛ رنگ گلد ؛ تک سیم ؛ گلس و محافظ ژله ای دارد _ باتشکر لطفا فقط تماس,2,,mobile,1180000,سامسونگ S6  32G,,,SAMSUNG
617,61359,True,Tehran,Monday 04PM,ایفون ٥ گری ١٦ گیگ LLA,1,,mobile,570000,گوشی ایفون ٥,,,APPLE
618,61436,False,Karaj,Sunday 05PM,با Y600اشتباه نگیرید/ اندروید پنج/ سالم یک  ونیم ماه استفاده شده / وسایل جانبی مثل شارژر و کارتون و .. هم هست / گوشی کاملا سالم هست,3,,mobile,400000,گوشی هواوی Y6 /همراه قاب,,,HUAWEI
619,61623,True,Ahvaz,Saturday 08AM,با سلام موبایل آیفون 4S 16G کاملا تمیز و بدون خش و ضربه  یعنی موبایل آک و کارتن دشارژ دارد ضمنا گوشی دست به دست نیست .مالکش فقط منم خواهشا فقط تماس,5,,mobile,550000,گوشی آیفون 4S,,,APPLE
620,61625,True,Isfahan,Wednesday 05AM,باسلام.دوتاگوشی سامسونگ s7(adgeplus)رنگ گلدوA7(2016)رنگ مشکی.ساخت ویتنام .درجه1. بسیارباکیفیت وازنظرکیفیت ساخت بدنه وامکانات بااصلی مونمیزنه. دارای حسگراثرانگشت واندرویید A7.۶اک میباشد.وs7یک هفته کارکرده وفقط قسمت بالاگوشه.سمت چپش ترک خورده که توشارژبودازبالاافتادولی بشرط کاملاسالمه.عزیزان فقط تماس بگیریدومشتری واقعی تماس بگیره.لطفا.اگه تکی بخواهیدهرکدوم۷۵۰.,0,,mobile,1500000,دوتاگوشی s7plusوA7(2016),,,Unknown
621,61742,True,Mashhad,Wednesday 04PM,"سامسونگ جی ۷
یک ماه کارکرده فاکتور خرید هم هست
با تمام لوازم و کارتن دفترچه
۹۰۰ تومان خودم خریدم
با صفحه ی ضد خش و گارد نو
فقط نقد ۸۰۰
یا معاوضه با سامسونگ اس ۶
ممنون دیوار",2,,mobile,800000,j 7,,,SAMSUNG
622,61926,True,Mashhad,Saturday 06AM,گوشی از هر لحاظ سالم و بدون نقص...یه ماه بیشتر نیس خریدم،همراه با ضمانت و گارد،رنگ سفید ۳۲ گیگ،تک سیم,1,,mobile,1450000,سامسونگ اس ۶ اج,,,SAMSUNG
623,62058,True,Isfahan,Tuesday 01AM,گوشی یکماه نیست کارکرده رنگ گلد بدونه خط و خش همراه با گلس وگارده زیبا وسایلش پلمپ هنوز باز نشده لطفااا فقط پیام بدید ممنون,2,,mobile,900000,گوشی سامسونگ مدلهA$NUMبا گارانتی,,,SAMSUNG
624,62114,False,Tehran,Tuesday 01PM,گوشى آیفون$NUMگیگ، در حد نو و apple watch sport سرى نایلون 2016 (سه روز استفاده شده). تنها زدگى گوشى در عکس مشخص میباشد,3,,web,2850000,گوشى و ساعت apple,,,APPLE
625,62207,True,Isfahan,Monday 11AM,گوشی خیلی تمیزه فقط یه زدگی کوچک یه گوشش داره. سالم به شرط,5,,mobile,200000,هوآوی g610 سفید,,,HUAWEI
626,62309,True,Mashhad,Saturday 12PM,با سلام گوشی بسیار تمیز سفید مشکی بدون ضرب خوردگی وسایل تکمیل دو سیم تعویض با هیچ چیز ندارم فقط تماس و تلگرام,4,,mobile,150000,هواوی y300 سفید مشکی,,,HUAWEI
627,62311,True,Tehran,Thursday 03PM,"مشابه آکبند
lla 16",1,,mobile,1450000,Iphone SE,,,APPLE
628,62350,True,Tehran,Monday 04PM,"سه ماهه گرفتم بدون خط و خش فقط خوردگی کنار گلس وجود داره که گلس اضافه دارم برای تعویض دوربین اصلی 41 مگاپیکسل کارل زایس بی رقیب در بین تمام گوشی ها دوربین ثانویه 1.2 







سامسونگ گلکسی 
سونی اکسپریا 
بلک بری 
هواوی 
اپل آیفون 
الجی 
اچ تی سی 
نکسوس 
مایکروسافت لومیا 
Samsung galaxy 
sony Xperia 
black berry 
apple iPhone 
LG 
htc 
nexus 
Microsoft lumia",4,,mobile,850000,لومیا 1020 نو,,,NOKIA
629,62423,True,Mashhad,Friday 10AM,گوشی سالم وتمیز بدون خط وخش برجسب های دورش هنوز کنده نشده حتی سیم کارت برای تست داخلش نذاشتم برچسب گلس هم داره کمترهم نمیدم جون آکه  فقط درب جعبه باز شده رنگ سفید باگارانتی 4جی هم هست سال ساخت هم2015 تماس فقط جهت بازدیدتوضیح کامل دادم ممنون از شما,0,,mobile,575000,سامسونگ جی5,,,SAMSUNG
630,62443,False,Tehran,Sunday 10AM,لوازم کامل است,0,,mobile,600000,apple iphone 5 16gig,,,APPLE
631,62495,True,Kermanshah,Friday 06AM,گوشی به رنگ مشکی وکاملا سالم با وسایل کامل دارای رم16ودوربین13و5ورام2وسی پی یو8هسته ای وسنسور اثرانگشت قوی وبدنه فلزی گوشی رو یک هفتس خریدم ونایلون پشتش هنوز باز نشده چون گرفتار شدم مجبورم بفروشمش.,0,,mobile,650000,هواوی مدلhonor5 xدوسیم کارت4g,,,HUAWEI
632,62544,True,Qom,Sunday 05AM,"گوشی به شرط سالم بودن با گلس و گارد پک کامل شارژر و لوازم اصلی به شرط اصلی بودن تلگرام و واتس آپ فقط پیام بدین اس ام اس و تماس جواب نمیدم قیمت مقطوع
$NUM",2,,mobile,1700000,آیفون 6 کارکرده ( 64 گیگ ) مشکی,,,APPLE
633,62677,True,Ahvaz,Sunday 11AM,"گوشی lenovo vibe shot جدید ترین مدل گوشی lenovo موجود می باشد. گوشی یک ماه کارکرده به همراه کارت گارانتی 18 ماه قابل تعویض است گوشی بسیار تمیز به قدری که یک خط یا خش در آن دیده نمی شود حتی شارژ و هنذفری آن استفاده نشده و اک اک است و دارای دوربین بسیار قدرتمند 16 و دوربین ثانویه آن 8 با کیفیت بالا ، پردازنده ی قوی 8 هسته ای ،حافظه ی 32 گیگ و امکانات دیگر بفروش میرسد ساعت تماس از ساعت 4 بعد از ظهر الی 11 شب 
قیمت مقطوع است ، قابل تعویض نیست
پیام جواب داده نمی شود فقط فقط تماس",3,,mobile,900000,گوشی lenovo vibe shot,,,LENOVO
634,62691,True,Tehran,Monday 10AM,"کامل تمیز بدون  بدون خط و خش ۳ ماه دستمه
یه گلس تمام صفحه انداختم روش به مبلغ ۲۰۰ تومن حتی بقل های گوشی هم گلس خورده دورتادور گوشی
فقط فروش",2,,mobile,1650000,سامسونگ s7,,,SAMSUNG
635,62784,False,Karaj,Tuesday 09PM,"یه گوشی مدل اس ۵ سامسونگ دارم خیلی تمیزه در حد آک همراه با پایه شارژر
لوازم کامل
با مشتری راه میام تا یه حدودی",0,,mobile,750000,گوشی موبایل اس ۵ تر و تمیز در حد نو,,,SAMSUNG
636,62860,True,Isfahan,Tuesday 09AM,"فروش Nokia N95 فنلاند اصل
فول پک
بهترین گوشی کشویی که هیچوقت روی دستش نیومد
دکمه های نرم و روان
ایده آل برای sms دادن
آنتن دهی عالی
دوربین عالی
دارای بلوتوث
قابلیت نصب مموری کارت
قابلیت نصب واتساپ
لازم به ذکره که اصلا قابل قیاس با این گوشی های روز داخل بازار نیست

پس لطفا فقط کسی تماس بگیره که دنبال یک گوشی با کیفیت هست که قطعا تا چندین و چند سال براتون گوشی باشه
اگر کسی خریدار واقعی باشه تخفیف خیلی خوبی بهش میدم 
از طریق همین شماره داخل تلگرام هم پاسخگو هستم",5,,web,-1,Nokia N95 فنلاند اصل,,,NOKIA
637,62934,False,Tehran,Saturday 06AM,"سلام 
5s درحد خیلی تمیز بدون یه نقط وخط وخش خیلی خیلی تمیز 
هنسفری باز نشد
گوشی عالی هست 
معاوضه با ٦یا ٦پلاس 
مرسی از دیوار",0,,web,950000,5sخیلی تمیز معاوضه,,,APPLE
638,63039,True,Tehran,Friday 11AM,بدون هیچ خط و خش سالم ١ سالم خاموش بوده اصلا استفاد نشده،اصلا كار نكرد,2,,mobile,900000,صفر صفر كار نكرداپل 5s 16G LLA factery,,,APPLE
639,63096,True,Karaj,Thursday 11AM,سلام گوشی ۲ ماه کار کرده در حد اکبند اینترنت 4G معاوضه نمیکنم فقط فروش ممنون از دیوار,2,,mobile,650000,سامسونگ j7,,,SAMSUNG
640,63121,True,Karaj,Wednesday 05AM,"گوشی بسیار سالم بدون خط خش ضربه خورده گی دارای شارژر ,هنذفری,کارتن خودش اصلی,۳G8گیگ حافظه داخلی,تا۶۴گیگ ساپورت رم قیمت مقطوع,خدایی ارزان گذاشتم زود بره.",3,,mobile,235000,گوشی htc amaze ارزش خودن داره,,,HTC
641,63124,False,Isfahan,Wednesday 12AM,جی 5 سامسونگ دو ماه کارکرده گارانتیش هم 18 ماهه هست و اصلیه رنگش مشکیه.فقط ب دلیل مشکلات میخام بفروشم .200 تومن ضررشو دادم,0,,mobile,570000,جی 5 دو ماه کارکرد,,,SAMSUNG
642,63150,False,Tehran,Monday 04PM,"این گوشی شامل هدفون باز نشده وشارژر سالم می باشد. 
لطفا جهت اطلاعات بیشتر تماس بگیرید(این خط دارای تلگرام نمی باشد) 
فوری-فروشی",1,,web,860000,iphone5s 32gig-تمیز,,,APPLE
643,63465,True,Karaj,Thursday 01PM,سلام گوشی رو یک ماه خریدم به شرط اصلی بدون خطو خش گرون ترین رنگشه اندورید6.0.1 لوازم اکبند معاوضه ندارم فروش فوری تلگرام smsهستم.,2,,mobile,770000,s5 دررر حد اک,,,SAMSUNG
644,63566,True,Qom,Saturday 09PM,"32gig
LLA/IOS 10.2
خیلی تمیزه و ٨ ساعت حق تست میدم ک اگر مشکل داشت برگردونید
گلس و گارد سلیکونی اصلی هم روش هست
با خریدار راه میام",3,,mobile,1050000,iphone 5s 32,,,APPLE
645,63651,True,Qom,Wednesday 12PM,گوشی سامسونگ a5سال تولید 2015سالم بدون خط و خش حافظه داخلی 16رم خور,4,,mobile,620000,گوشی a5,,,SAMSUNG
646,63711,True,Ahvaz,Monday 05AM,سلام گوشی چینی هستش ولی درجه یک اندروید5حافظه32چهار هسته ای دوسیم بانت4gبه رنگ گلد قیمت خودتون بدید.فقط خواهشا سرمال نزنید دو هفته کارکرد24ساعت مهلت تست میدم,0,,mobile,-1,سامسونگj5,,,SAMSUNG
